PM2_5,PM10,NO,NO2,NH3,CO,SO2,O3
19.5,32.25,3.1,2.3,12.7,4.47,15.9,41.68
16,35,13.95,7.4,13.1,0.44,7.73,48.52
19.75,36.25,2.23,5.2,9.65,0.4,6.27,51
16.75,43,2.12,5.45,7.83,0.4,9.1,53.9
13.5,49,3.28,9.15,14.8,0.5,7.75,51.48
24,67,3.63,10.87,13.3,0.53,5.62,51.48
24,73,3.15,14.8,19.4,0.6,7.2,45.55
19.5,75.25,10.4,38.57,19.83,0.87,3.58,33.82
26.75,86.75,13.58,45.18,18.67,1,2.43,27.92
36.75,108.75,37.13,58.62,16.43,0.98,2.47,14.7
41,127,17.07,51.9,16.8,1.07,2.6,17.15
38,112,3.13,32.73,17.57,0.78,5.6,24
24.5,75,2,16.82,17.4,0.64,6.68,32.33
21.75,52.5,1.88,16.35,16.2,0.59,15.3,26.92
18,47.75,1.77,17.08,16.33,0.45,20.1,23.53
16.75,47.5,1.7,13.07,16.75,0.38,20.15,24.5
13,49,1.22,10.3,15.42,0.3,18.93,38.25
16,43.5,1.2,8,16.3,0.34,17.5,27.9
15.25,46.25,1.47,4.17,15.65,0.32,17,30.4
22,50,1.88,4.2,15.13,0.35,9.05,27.9
17.25,45.5,2.95,3.4,13.92,0.38,6.12,27.9
15,45,2.93,2.98,15.27,0.38,4.17,29.4
14,50.5,2.23,4.57,14.08,0.37,5.35,32.35
12,57,2.48,2.88,13.23,0.39,2.8,34.77
15.5,48.75,4.48,4.25,9.95,0,10.9,41.68
17,48,2.15,6.35,16.9,0.55,20.45,41.2
14,49.25,2.97,3.85,13,0.4,10.93,33.32
14,50,3.8,5.7,13.4,0.41,7.55,37.2
17.5,56,5.12,7.95,13,0.4,20.4,43.6
19,55,4.02,10.33,12.38,0.46,21.53,46.05
17.5,55.5,7.17,14.9,16.42,0.54,24.63,46.07
16,55.25,11.95,17.4,20.65,0.48,24.5,41.65
16.75,56.25,12.75,19.8,19.62,0.48,21.82,38.7
18.5,70.5,7.4,22.2,16.93,0.64,13.6,36.28
17.5,86,5.4,42.55,14.47,0.74,10.28,20.58
18.75,89.25,5.45,29.2,14.4,0.66,2.25,25.95
16.5,73.5,6.15,11.13,15.33,0.55,0.3,27.9
10.5,49.25,1.63,5.45,14.6,0.5,4.9,33.32
13.25,47.25,1.32,14.02,13.75,0.47,12.08,25
15.5,51.25,1.5,8.55,12.98,0.43,11.38,30.4
11.25,36.5,1.3,11.28,13.1,0.49,8.62,24.5
11.5,44.75,1.53,13.8,12.47,0.51,7.57,36.25
11.25,51.5,1.6,18.2,12.85,0.46,5.75,15.2
16,60,2.38,16.97,12.62,0.5,2.8,13.7
17.75,42,2.85,11.45,13.38,0.5,9.5,17.63
13.5,38,2.75,5.37,13.58,0.46,8.95,21.08
11.75,52.75,2.68,3.07,14.58,0.4,14.67,26.45
12,51,2.8,3.93,15.67,0.42,11.45,31.37
15,48.5,4.85,7.92,19.1,0.58,12.65,34.8
14,49.5,3.75,8.3,23.4,0.16,17.45,37.7
13,47.5,16.2,7.25,9.65,0.21,16.03,42.15
14,44.25,3.47,5.78,8.98,0.23,16.6,45.07
11,39.25,4.25,6.08,11.15,0.2,17.9,47.5
12.5,48.75,4.3,9.07,27.68,0.37,15.4,43.62
15.75,47.25,5.48,14.95,34.92,0.36,6.95,40.65
12,46,6.32,18.38,18.4,0.05,12.75,40.68
15.75,59.25,4.18,25.25,12.78,0.43,14.7,33.33
28.5,92.75,3.72,48.85,13.38,0.8,14.25,18.15
34.75,101.5,17.42,53.88,14.02,1.05,14.83,11.27
42.75,104.5,29.32,39.92,16.15,0.95,13.8,10.78
44.75,101.25,11.5,32.6,15.23,0.75,12.92,11.8
24.5,77.75,5.72,26.12,15.08,0.7,12.95,12.75
22,76.25,3.12,21.25,16.3,0.62,11,14.2
25.75,74.75,4.15,23.78,15.55,0.61,10.27,10.8
16.5,67.25,1.92,16.7,14.62,0.48,10,13.7
8.75,34.5,1.48,5.55,13.62,0.3,9.5,33.8
7,23,1.3,3.22,15.65,0.3,9.5,20.1
3.75,22.25,2.05,2.23,16.97,0.31,10.08,21.1
5,29,2.82,3.98,16.38,0.34,9.9,19.1
10.5,29.75,2.55,4.22,16.38,0.35,10.02,20.1
9,38,3.57,3.57,15.88,0.26,9.72,24.03
9.5,44.5,4.07,4.25,15.12,0.3,10.05,27.92
12.5,49.25,6.1,8.03,15.08,0.31,10.1,31.37
17,59.25,6.75,6.95,11.8,5.07,10.55,36.75
16.25,61.5,14.53,5.92,13.73,0.32,11.08,42.15
14,66,3.7,7.05,11.2,0.34,11.03,45.1
18,78.25,5.2,10.08,30.03,0.42,5.52,45.07
20,76.25,15.7,26.47,10.88,0.25,9.65,38.2
26.25,94.75,14.28,19.65,10.65,0.34,12.57,36.75
26,92,11.45,23.3,8.92,0.38,12.2,31.85
22.25,86.25,9.45,27.6,9.58,0.42,10.35,27.45
20,89.75,4.8,25.55,10.88,0.43,10.15,25.5
24.25,108,19.13,27.1,12.9,0.58,10.85,23.02
35.25,137.5,9.67,38.55,12.72,0.64,11.7,15.68
33,139.5,18.17,48.93,11.72,0.83,11.33,9.33
42,150,11,38.98,15.97,0.62,10.83,6.85
28.25,123.25,2.7,27.5,15.4,0.48,8.12,9.3
22.5,92.75,3,27.03,16.62,0.51,5.9,7.83
22,100.5,1.95,25.88,18,0.47,6.57,10.8
24.75,112.75,2.45,28.78,18.93,0.43,7.25,20.55
24.75,124.25,2.47,30.75,18.78,0.38,7.88,7.8
27,111.25,5.6,27.5,18.35,0.43,10.77,9.8
25.75,90.25,9.28,19.12,18.8,0.44,10.77,9.8
19,56,6.2,9.6,17.15,0.38,5.68,17.13
13.5,39.25,5,7.15,16.15,0.28,2.1,22.08
5.5,30.75,3.57,4.8,17.8,0.27,3.1,29.4
4.5,33,4.22,7.65,19.22,0.29,2.6,31.4
6.5,43.25,5.3,6.55,27.75,4.74,5.85,31.37
9,51,16.3,7.6,17.65,0.26,8.98,42.15
10.5,53.5,5.12,9.1,12.13,0.24,11.4,43.6
12,51.75,4.7,6.63,11.92,0.21,13.35,44.1
13,61.5,4.77,5.23,12.62,0.23,12.3,43.1
15.75,69.75,4.15,6,11.47,0.26,12.98,44.6
17.25,84.5,3.3,6.6,13.65,0.3,12.05,47.52
23.5,97.5,2.8,9.88,13.62,0.37,12.05,47.52
22.5,108.5,2.07,13.17,13.85,0.41,12.85,40.65
22,111.25,1.97,15.95,13.65,0.41,11.95,32.35
20,91,2.4,23.02,14.12,0.49,12.43,25
18.5,87,1.58,6.33,13.88,0.34,11.28,33.8
14,48,1.35,3.4,13.7,0.34,12.05,36.25
13,29.5,1.4,7.45,14.2,0.31,9.22,26.45
13,37,1.57,5.9,14.55,0.33,7.3,25.47
9.25,35.75,0.85,4.85,15.08,0.36,8.02,25.5
7.5,23.75,1.43,8.8,15.68,0.4,6.9,28.93
10.75,29.5,1.4,9.2,16.55,0.35,6.75,18.1
15,37.25,1.85,9.6,17.22,0.4,6.98,18.1
11,31.5,1.92,9.05,17.73,0.38,9.83,16.65
8,39.25,2.65,7.27,19.53,0.38,11.58,17.6
9.25,41.75,3.5,6.12,18.58,0.27,12.2,22.55
12.5,44.5,2.92,4.1,17.28,0.28,12.17,26.45
10.5,37.25,3.72,4.88,16.03,0.28,12,30.4
9,41.5,4.35,6.25,24.2,4.88,23.5,29.4
8.75,51,15.33,10.78,27.92,0.33,7.35,34.3
8,48,6.05,11,22,0.38,3.17,39.7
10.25,55,5.85,10.35,17.62,0.31,8.95,43.6
14.5,56,6.05,13.8,13.08,0.4,14.05,43.1
14.75,57.75,3.88,8.45,11.93,0.44,13.58,43.1
13.25,60,3,7.53,12.65,0.42,16,40.7
12,63.75,2.75,8.9,11.98,0.44,17.58,36.75
15.5,72,1.95,8.03,12.6,0.48,16.27,33.32
16.75,63,2.27,6.5,12.38,0.53,5.83,28.9
14,54,0.92,7.42,13.6,0.58,9,23.5
12.75,54.75,0.82,6.02,12.95,0.43,11.4,25
12.75,51.5,1.75,8.98,15.75,0.38,1.75,21.6
12.75,51,2.05,5.5,15.08,0.27,40,32.85
19.5,53.75,3.15,3.1,17.05,0.16,22.85,40.18
14.25,51.75,13.7,4.75,21.6,0.23,8.95,42.15
11.75,47.75,1.85,4.02,21.55,0.32,4.98,42.15
17,83.75,5.15,22.55,14.53,0.46,1.65,31.87
17.75,117.5,11.95,39.8,16.18,0.62,8.77,21.08
20,131,19.88,50.15,17.93,0.78,10.93,12.28
34.5,130.5,48.78,56.9,18.12,0.99,11.22,10.3
35.5,161.75,47.07,43.05,18.47,0.89,10.5,7.33
34,152,18.5,56.95,17.4,0.97,10.15,6.85
33.75,125.75,21.27,54.07,18.47,0.97,10.17,6.38
34.5,122.5,6.62,42.8,20.25,0.82,8.95,8.3
28.75,100,2.32,32.05,24.02,0.74,9.33,12.28
25,82,6.1,39.65,22.08,0.62,12.02,9.8
25.75,72,2.72,38.93,20.17,0.61,11.3,21.05
31.25,65.75,2.43,37.87,21.9,0.72,8.85,6.85
29.25,61,3.7,33.9,31.48,0.47,6.7,7.35
19.5,47,3.5,9.48,18.45,0,8.83,16.15
14.25,40.75,3.28,7.55,21.25,0.24,8.95,18.1
13,41.75,2.95,5.8,18.35,0.26,7.7,20.6
16,48.25,3.32,5.45,16.88,0.27,7.95,24.03
15.5,53.5,3.38,5.17,15.43,0.28,7.15,30.37
15.25,58.75,3.8,5.25,15.5,0.27,6.98,35.75
17.25,62,3.6,5.2,15.38,0.28,9.52,39.2
13.25,64.25,2.25,3.73,14.97,0.24,9.73,42.15
17.25,62.5,1.65,3.12,14.83,0.23,9.68,46.52
18.75,65,2.12,2.45,14.62,0.23,9.3,45.57
20,66.5,3.07,3.63,14.5,0.29,9.03,47
18,65.5,2.95,6.48,16.25,0.34,9.98,46.52
21,77,4.3,11.55,25.95,0.33,9.62,41.18
21.25,81.5,5.9,25.45,16.45,0.75,12.85,33.32
27,100.25,8.15,35.28,17,0.58,12.02,22.05
33,139.75,4.77,32.88,18.5,0.5,12.38,24.02
14.25,128.5,20.9,47.4,18.5,0.53,12.35,12.28
39,122.75,12.7,41.93,18,0.37,11.92,10.75
19,85.5,14.35,8.75,24.37,0.35,7.43,56.82
19,89.25,3.38,7.33,20.72,0.3,3.55,57.8
20.25,87.75,2.93,6.32,18.18,0.3,2.07,58.8
24.25,90.5,4.3,8.9,16.17,0.31,3.4,57.32
23.75,93,5.3,12.65,15.07,0.34,1.07,55.35
21.25,97,6.3,18.22,16.97,0.34,2.4,38.23
24.75,100,6.63,21.52,18.1,0.33,7.83,30.4
26.75,110,16.6,40.3,18.88,0.59,2,26.47
35.5,144.75,11.07,54.68,21.95,0.86,2.82,26.45
39.75,164.25,29.8,78.1,19.2,0.91,2.42,13.73
46.5,175.75,64.75,62.23,20.62,0.91,2.5,15.23
43.25,163,23.72,57.25,20.62,0.81,3.12,15.68
49.5,165.25,4.43,45.5,21.83,0.75,8.08,15.23
54,163.5,4.1,49.75,22.8,0.78,6.95,9.3
49.75,156.25,6.38,50.12,22.72,0.98,5.35,7.8
44.25,161.75,9.48,46.47,22.95,0.69,6.15,18.15
34.5,145.5,3.33,21.15,20.62,0.3,6.75,14.68
18.75,74.75,1.68,7.3,20.72,0.21,9.6,20.6
12,55.5,3.63,4.18,18.57,0.18,13.47,19.6
12,54.25,4.7,4,17.95,0.23,10.5,19.6
12.5,57.5,3,5.6,19.18,0.34,8.9,22.55
13.75,67.5,3.58,5.07,29.92,0.57,15.6,25.47
13,71,4.52,6.42,22.05,0.37,22.45,32.35
13.5,59.5,3.6,5.3,20.3,0.2,11.85,35.3
14,62.75,3.12,4.77,28.3,0.27,15.95,38.2
11.75,67.5,4.7,7.7,22.9,0.24,16.93,40.68
15.25,67,3.55,7.33,21.32,0.25,19.75,45.07
18.25,74.5,3.7,7.6,30.55,0.34,18.53,48.52
17.5,112.25,3.33,35.9,17.63,0.76,15.1,18.15
36.25,168.5,49.25,58.78,19.35,0.77,17.1,8.33
48.25,208.25,35.67,49.28,19.92,0.56,16.28,9.8
37,206,15.37,35.22,15.08,0.44,15.67,18.6
25,102,2.3,23.43,16.92,0.38,14.4,23.02
25.5,100,1.23,9.7,16.07,0.27,10.4,32.35
15.5,74.5,2.2,17.7,16.02,0.27,10.13,24.97
16.5,78.25,2.1,14.78,16.58,0.39,8.15,25.45
16,92.5,2.13,22.2,15.43,0.38,5.27,30.4
16.5,107.5,4.75,28.58,16.67,0.09,3.13,13.23
15.75,98.75,8.7,35.53,16.75,0.17,2.77,8.83
16.75,80,5.93,15.78,16.77,0.14,8.17,13.7
13,64,4.42,6.7,16,0.05,8.35,19.1
13.5,74.25,2.75,4.98,17.03,0.37,5.95,23.03
15.75,86,2.22,3.7,16.98,0.4,4.6,27.42
17.5,84.75,3.2,4.83,18.03,0.42,7.2,31.85
17,92,2.95,5.35,17.8,0.22,9.5,36.75
20,97.75,14.93,5.55,18.83,0.34,5.05,40.7
21.5,99.75,3.28,5.63,19.07,0.28,2.88,45.07
25,110.25,3.15,5.82,19.65,0.35,3.58,48.5
23.25,113.5,2.97,6.12,19.58,0.32,3.3,47.52
25.75,105.5,3.8,10.25,19.93,0.38,4.42,49
24.25,117.25,4.52,21.33,19.9,0.46,9.48,45.1
30.25,123.25,11.65,36.55,20.1,0.59,8.83,30.4
25.75,94.25,7.77,31.52,21.3,0.56,8.88,24.03
21.25,71.5,7.38,34,19.67,0.51,8.5,21.55
25.25,76.5,3.6,21.3,18.97,0.45,2.5,27.92
18.5,57,3.97,22.6,19.2,0.41,6.25,27.92
23,48,2.73,30,18.02,0.48,4.4,21.58
17.75,51,2.25,23.42,18.6,0.5,19.42,21.58
15.5,49.5,1.22,13.15,18.9,0.41,21.53,29.4
12.25,35,1.63,9.12,20.05,0.34,22.3,34.3
14,32,1.9,8.35,19.72,0.4,20.58,35.25
12.5,29.75,2.02,11.83,19.78,0.35,24.82,21.55
14,23,2.7,16.15,21,0.37,23.95,21.1
16,35,6.12,22.55,18.78,0.43,11.7,18.15
21.75,45.25,7.38,21.37,20.85,0.49,7.45,16.17
20,44.5,5.27,13.58,20.62,0.44,10.42,20.1
17.75,50.25,4.22,7.65,20.47,0.39,14.3,24.5
12,51,5.3,7.18,25.88,0.36,14.3,29.4
22,48.25,3.8,6.3,25.3,0.19,14.9,35.75
47,51.25,16.87,9.65,24.45,0.34,10.92,44.1
14.75,57.75,4.7,5.43,20.68,0.32,9.17,44.6
16.75,57.25,4.2,6.57,19.97,0.31,7.87,49.98
15.5,58.5,9.2,16.53,22,0.35,10.75,47.55
15.25,63,4.7,9.22,19.57,0.36,6.12,48.02
18.75,69,12.35,33.2,17.48,0.57,8.6,32.32
19,68.75,16.92,47.98,18.35,0.7,7.7,20.58
21.75,90,14.37,32.52,18.03,0.66,6.88,21.1
21.5,69.75,11.18,26.5,18.2,0.55,7.48,22.05
20.25,52,8.6,24.62,17.22,0.48,7.15,18.6
15.5,55.75,18.07,36.95,17.65,0.58,6.23,11.75
26,85,9.22,32.12,19.9,0.61,5.8,13.73
22,69.25,3,28.18,20.25,0.56,6.02,16.65
21.75,60,3.17,29.83,21.45,0.56,5.52,13.25
21.25,54.75,2.07,24.9,21.72,0.62,5.9,11.8
22,49.75,2.25,23.58,23.85,0.55,5.35,14.73
21.5,49.5,2.48,9.83,27.97,0.41,6.1,26.97
19.75,34,1.53,4.67,28.4,0.38,11.7,27.45
20,38,2.1,7.5,25.5,0.4,7.58,24.97
24.25,44,5.62,7.88,25.2,0.48,6.55,19.1
27,60.5,4.42,6.02,26.4,0.38,6.35,22.08
24.5,83.5,3.47,5.38,28.38,0.36,10.25,24.5
25,85.5,4.52,7.2,31.17,0.37,11.85,31.35
22.5,86.75,5.1,8.35,22.8,0.2,13.55,40.18
24.5,87,13.92,8.35,23.12,0.32,11.95,48.02
24.5,87.25,3.35,9.27,17.07,0.27,6.87,51.95
20.75,79.5,4.15,13.53,16.15,0.31,12.25,54.88
22.75,81.25,5.58,16,15.95,0.33,12.48,47.5
21,70.75,2.6,10.4,16.65,0.33,12.3,49.5
19,38.5,2.28,15.42,16.75,0.38,11.67,38.2
23.25,46,3.82,39.4,16.2,0.52,11.08,22.52
30.75,65.25,24.68,61.37,18.48,0.75,7,7.35
42.25,102.25,56.95,64.1,18.02,1.08,6.15,7.33
44.75,120.25,75.98,55.03,22.18,1.11,7,7.85
43.25,104,5.67,38.45,21.8,0.64,6.12,11.78
23,62,32.1,47.58,23.47,0.77,5.35,6.38
32.5,78.5,5.75,33.83,21.4,0.48,9.1,11.75
33,77,7.48,34.67,22.93,0.55,10.22,9.3
27.5,81.5,2.95,17.05,22.65,0.37,11.1,12.75
20.5,68.25,2.73,24.6,19.45,0.39,9.5,12.75
21.25,68,6.55,30.43,20.73,0.43,9.88,6.88
18.5,62.25,2.02,11.08,21.67,0.32,10.72,15.2
15.5,52.25,2.92,9.27,20.67,0.3,10.4,14.7
11.5,45.25,3.83,4.73,21.22,0.31,10.95,16.65
12.5,40.25,3.35,5.42,21,0.3,12,19.6
11.25,43.5,3.45,3.93,22.47,0.28,15.03,25.47
12.25,51,2.55,3.7,22.8,0.26,17.2,30.87
12.75,50.75,3.2,5.15,22.35,0.17,16.2,39.68
12.5,52.75,12.77,4.83,20.47,0.33,12.12,46.55
15,61.25,2.4,3.8,18.28,0.31,12.12,50.98
18,63.75,2.02,4.25,19.4,0.3,11.08,53.9
20,74.75,2.53,5.58,16.62,0.28,8.38,62.7
26.5,95,2.47,7.38,14.97,0.33,11.48,65.65
27,105.25,2.55,13.4,14.72,0.34,12.27,57.35
27.5,117.5,2.6,25.25,16.32,0.52,11.83,43.62
36.25,141,2.92,24.28,17.18,0.53,11,32.35
30.75,123.25,1.93,15.43,15.8,0.39,10.45,40.68
29.75,92,2.3,19.82,16.8,0.4,9.8,34.32
27.75,98,1.65,20.05,20.43,0.43,8.1,23.52
24,80,1.4,28.8,35.2,0.95,2.9,17.6
18,74.25,14.25,5.58,19.35,0.27,9.15,39.18
14.25,80.25,3.37,7.2,14.6,0.38,11.17,45.05
19.75,87.25,2.85,6.5,16.47,0.46,10.27,47.52
16.5,90.75,4.9,11.28,14.82,0.48,11.12,41.18
18.5,95.5,4.28,11.95,16.12,0.38,11.62,33.82
20,92.5,5.22,19.35,17.6,0.46,12.03,30.9
20.5,103.25,5.22,15,17.83,0.51,11.45,29.4
21,59.5,5.62,14.93,16.1,0.53,10.8,23.53
17.5,33.25,2.78,21.3,15.67,0.45,11.22,18.6
14.75,34.25,6.75,17.42,15.6,0.49,10.7,17.15
12.75,46,5.95,33.02,17.12,0.57,11.72,8.33
18,52,6.3,37.85,16.7,0.59,12.2,6.38
24.75,46,16.45,31.73,18.58,0.46,10.9,8.33
19.25,43.25,1.72,11.48,20.35,0.31,10.35,18.1
14,44,2.02,6.67,26.05,0.27,11.37,18.6
12.75,47,0.9,4.25,21.88,0.35,9.97,30.4
16.5,42,1.63,6.25,20.1,0.25,9.98,17.6
11.5,42.75,1.7,5.9,21.55,0.27,9.97,17.13
10.5,34.25,1.92,5.55,19.07,0.26,10.88,19.1
12.75,30.25,4.4,4.6,14.82,0.26,11.03,17.6
14.25,33.75,3.07,6.02,13.23,0.25,11.1,19.1
12,33,4.85,5.85,13.67,0.29,11.08,20.1
11,46,5.65,6.7,13.75,0.29,12.2,25.95
17.25,54.5,15.63,6.73,14.65,0.3,11.05,34.8
17.25,60.25,3.8,6.78,15.05,0.32,12.65,37.7
16.25,63.75,3.45,6.32,12.72,0.34,12.23,45.57
20.5,66,3.45,8.65,12.83,0.33,13.25,44.57
21,71,4.48,16.95,12.47,0.46,12.55,35.78
18,59,8.3,40.93,13.3,0.59,13.45,20.1
36.25,81.25,9.37,36.65,14.23,0.7,12.53,18.6
28,74.75,14.88,36.13,15.73,0.77,12.03,14.23
26.25,69.75,3.1,28.9,16.68,0.56,11.55,16.15
22.75,64.25,21.18,38.2,16.9,0.56,11.08,8.33
28.5,59,33.75,41.35,18.87,0.65,10.88,7.83
30,59,3.27,15.88,18.95,0.43,9.38,19.6
13.75,32.75,1.68,17.65,19.57,0.37,9.1,14.7
9.75,28.25,3.18,23.12,20.2,0.43,9.92,9.8
10.75,27,3.2,24.07,20.4,0.43,10.17,9.8
15.5,28.75,2.82,16.1,20.55,0.39,9.78,22.55
14,26,2.3,18.43,21.8,0.46,9.83,9.3
14,29,2.27,19.65,19.42,0.58,9.75,10.8
10.5,23.75,3.73,17.58,17.57,0.56,8.93,10.3
9.5,23.5,3.23,10.8,17.55,0.51,7.53,13.25
10.5,23.5,3.02,6.65,17.95,0.47,8.2,15.7
9.25,20.5,3.17,6.27,19.2,0.46,8.85,17.13
10,26.25,4.63,6.67,21.42,0.47,8.65,19.6
10.5,32,4.95,6.25,20.3,0.21,6.7,24.97
11.75,38.5,15.23,7.9,22.88,0.17,3.03,46.05
15,39.5,6.12,8.65,30.1,0.26,3.18,30.37
25,39.5,4.42,5.25,19.45,0.3,6.48,32.35
19.25,43.75,5.5,8.12,17.12,0.29,7.93,33.3
20,44.25,5.03,11.5,16.9,0.3,8.07,32.82
20.25,51.25,4.5,11.62,16.82,0.32,7.88,29.9
21,61,4.08,15.1,17.15,0.44,14,26.45
22.75,67.25,11.3,26.25,18.92,0.56,16.5,19.63
24.5,74.75,25.78,36.6,20.33,0.78,17.6,12.25
30.25,76.75,21.37,37.32,18.73,0.67,10.67,10.78
23.75,46.75,13.77,27.72,19.2,0.65,4.45,11.3
21.75,45.25,6,27.22,20.95,0.51,4.4,13.22
26,59.25,20.12,38.27,19.5,0.34,7.77,9.33
23,54,6.88,28.32,22.93,0.37,6.88,6.85
22.5,56.75,3.9,32.38,21.95,0.45,6.45,6.85
22,47,2.95,24.07,20.47,0.26,7.2,24.5
16.75,28.5,1.83,12.33,20.7,0.44,5.6,18.1
18,27.5,3.75,23.05,20.5,0.49,5.5,12.78
15,29,10.1,21.5,20.03,0.61,6.82,10.8
17.75,34.75,22.05,23.18,20.4,0.62,7.9,8.3
15.75,35.75,9.12,18.58,44.55,0.63,9.35,11.3
4.75,51,4.27,13.78,26.87,0.18,15.23,30.4
14.5,70.75,3.87,38.5,23.55,0.4,21.17,18.6
21,107.5,9.62,50.8,18.65,0.52,22.5,10.3
26.75,122.75,7.2,53.15,17.6,0.64,21.73,7.35
23.75,110.75,3.65,27.9,19.45,0.54,20.62,20.1
17,58.5,1.65,19.92,18.92,0.51,20.33,24.5
14.5,50,5.92,20.17,18.8,0.46,19.23,19.13
9.25,35.25,1.15,18.88,19.85,0.37,4.8,18.6
16.25,52.5,1.6,20.38,22.32,0.39,5.93,16.65
14.5,39.75,1.05,3.95,31.45,0.46,5.65,24.5
8.5,15.5,1.65,4.8,29.15,0.39,5.3,36.28
8,14,5,7.85,19.75,0.06,12.45,16.65
7,12,15.27,6.73,27.33,0.3,9.4,19.1
7,18,8.25,7.85,22.07,0.34,11.38,24.03
8,20,6.3,9.75,35.92,0.42,11.97,25.97
7,24,5.35,9.88,16.53,0.46,13.38,26.92
10,36,5.67,11.98,27.17,0.42,13.2,22.55
17,39,7.15,14.77,28.1,0.48,13.48,14.23
22,48,4.35,23.9,41.02,0.48,6.4,17.15
18,37,5.07,21.87,13.65,0.4,7.85,10.3
17,18,2.7,10,14.97,0.39,9.03,22.05
4,23,1.55,3.6,20.2,0.31,9.6,23.5
4,18,1.68,3.1,21.4,0.34,7.75,24
6,1,1.5,1.95,19.08,0.35,7.15,21.08
6,4.25,1.4,2.1,21.25,0.31,9.93,18.62
10,21,3.6,7.5,18.9,0,21.4,17.6
10,21,4.98,5.85,14.35,0,18.6,13.23
6,20,4.95,6.5,17.8,0.08,21.95,11.75
9,18,14.85,5.88,11.93,0.27,8.35,27.45
9,18,3.18,6.22,13.7,0.56,7.17,21.08
6,19,2.85,6.7,12.7,0.26,6.9,20.6
11,29,4.15,8.95,12.95,1.65,7.85,16.17
12,25,4.18,11.38,21.22,1.05,6.67,17.13
16,25,5.7,14.78,10.4,1.25,6.33,5.38
25,38,3.42,19.27,11.9,1.19,9.27,8.8
13,19,3.32,15.4,12.43,1.22,10.7,10.3
12,21,2.37,15.03,11.73,0.44,11.55,10.8
8,21,2.3,16.87,11.83,0.5,11.85,9.3
11,25,1.65,16.5,11.32,0.55,11.97,8.33
6,21,0.95,15.48,11.47,0.54,11.22,8.33
6,17,1.43,15.87,11,0.75,8.47,7.35
0.5,8,1.08,9.4,15.38,0.5,7.73,3.95
2.25,5,1.28,11.58,14.12,0.48,8.13,7.35
2.25,5,1.92,5,13.45,0.47,8.07,11.25
0.25,7,3.22,6.1,12.6,0.45,10.2,10.8
0.75,5,4.35,7.58,12.77,0.69,9.75,9.8
7.25,8,4.48,8.15,13.25,0.78,10.55,14.2
7.5,22,4.8,9.2,12.65,0.8,9.15,12.75
17,24,2.6,7.7,11.2,1.04,9,21.6
16.5,32,3.5,7.77,11.07,1.13,8.47,24.5
12.75,32,3.05,5.6,12.58,1.04,8.6,28.42
10,24,2.63,5.75,10.62,1.1,7.08,26.45
22.25,33,2.88,7.9,9.58,0.78,8.07,22.08
19,28,3.63,9.3,9.33,0.78,8.22,18.6
10,27,3.22,12.62,12.62,0.88,8.6,15.67
16.25,15,5.77,12.13,9.32,0.92,8.68,15.7
6.75,17,2.37,11.92,11.78,0.88,8.53,14.7
2.25,15,1.35,4.57,11.75,0.87,8.27,14.2
2.5,3,1.38,5.6,12.4,0.89,8.4,12.75
10.5,6,1.45,3.8,12.82,0.91,9.55,13.22
10.75,14,1.3,2.85,12.42,1.25,9.35,13.7
11,16,1.58,2,12.15,1.28,8.85,13.7
14,21,1.33,2.62,12.18,1.33,8.88,11.8
9.75,15,1.33,2.78,14.43,1.16,8.35,6.85
5.25,4,1.45,2.57,12.12,0.73,8.4,9.8
8.5,3,2.83,2.82,11.15,0.77,8.28,9.3
21.5,5,2.52,4.62,10.77,0.72,8.1,8.8
11,10,2.4,4.75,10.55,0.76,8.75,10.8
3.75,14,3.9,4.5,11.45,0.96,8.05,8.8
0.75,9,3.75,5.02,12.98,0.96,8.67,8.8
2.25,7,6.1,6.73,26.57,0.84,8.3,6.85
1,14,17.47,8.78,13.25,0.79,5.65,14.25
4.5,24,6.65,10.63,14.02,0.88,5.6,16.15
7.25,28,6.52,11.07,14.27,0.81,6.6,19.1
10.75,25,10.6,19.77,9.12,0.83,9.17,18.13
10,24,11.35,19.63,8.5,0.82,10.55,11.3
16.75,25,11.58,15.33,9.67,0.76,9.15,5.88
28.25,30,6.52,9.05,14.15,0.8,7.17,11.78
10,17,5.8,13.13,18.53,0.9,7.7,11.75
6.75,24,3.15,13.55,18.28,1.25,8.75,10.8
5.5,34,2.43,9.5,18.52,1.07,8.35,13.73
3.75,15,2.57,4.95,18.97,1.1,7.95,16.65
2.75,15,1.65,3.5,18.08,0.94,8.08,18.1
2,18,1.08,2.28,17.1,0.64,7.02,16.17
1.5,27,1.37,2,16.17,0.57,7.05,15.2
3,7,1.3,2.08,17.82,0.74,6.23,4.9
10.25,8,1.62,2.35,14.38,1.06,6.35,10.3
4,8,1.95,2.2,13.28,1.12,7.2,11.78
0.75,9,1.15,2.42,13.62,1.09,8.02,11.28
2.5,7,3.87,3.1,13.53,1.15,8.75,10.8
0.75,9,5.08,5.17,12.33,1.23,8.5,9.8
6,7,5.7,6.95,18.65,0.44,3.4,13.7
9.25,30,5.5,12.88,28.68,1,11.23,29.88
7,27,6.98,16.65,21.62,0.74,8.4,21.55
7.75,33,7.3,24.15,10.38,1.06,10.85,20.1
10.75,38,6,18.8,9.05,1.05,11.22,23.02
12.5,44,5.25,20.42,9.7,1,10.35,26.95
12.25,33,5.13,19.58,11.17,1.09,9.57,22.55
