Year,Month,Day,avg(AQI)
2018,10,19,112.9074074074074
2018,10,20,131.47794117647058
2018,10,21,163.85526315789474
2018,10,22,164.11560693641619
2018,10,23,164.6353591160221
2018,10,24,161.83240223463687
2018,10,25,149.14792899408283
2018,10,26,136.6687898089172
2018,10,27,146.6787878787879
2018,10,28,155.36994219653178
2018,10,29,129.8840579710145
2018,10,30,144.64673913043478
2018,10,31,126.80722891566265
2018,11,1,155.4022346368715
2018,11,2,123.09625668449198
2018,11,3,100.57591623036649
2018,11,4,80.35087719298245
2018,11,5,115.04938271604938
2018,11,6,101.16666666666667
2018,11,7,133.91071428571428
2018,11,8,182.82285714285715
2018,11,9,161.9738219895288
2018,11,10,163.5754189944134
2018,11,11,171.951871657754
2018,11,12,188.71270718232043
2018,11,13,204.3913043478261
2018,11,14,193.524064171123
2018,11,15,169
2018,11,16,179.5741935483871
2018,11,17,131.44375
2018,11,18,124.26875
2018,11,19,127.70165745856353
2018,11,20,127.104
2018,11,21,181.3728813559322
2018,11,22,150.02272727272728
2018,11,23,147.1478260869565
2018,11,24,169.69078947368422
2018,11,25,165.13245033112582
2018,11,26,183.96226415094338
2018,11,27,198.7080291970803
2018,11,28,181
2018,11,29,217.66666666666666
2018,11,30,191.26973684210526
2018,12,1,191.20606060606062
2018,12,2,199.25925925925927
2018,12,3,202.45637583892616
2018,12,4,211.4391891891892
2018,12,5,189.38993710691824
2018,12,6,172.85443037974684
2018,12,7,168.52229299363057
2018,12,8,182.0300751879699
2018,12,9,217.74045801526717
2018,12,10,220.91666666666666
2018,12,11,208.32075471698113
2018,12,12,217.9611111111111
2018,12,13,167.16091954022988
2018,12,14,158.6258064516129
2018,12,15,188.75132275132276
2018,12,16,187.38297872340425
2018,12,17,181.46842105263158
2018,12,18,154.8904109589041
2018,12,19,140.14204545454547
2018,12,20,164.25316455696202
2018,12,21,185.72093023255815
2018,12,22,231.57657657657657
2018,12,23,250.4878048780488
2018,12,24,259.93548387096774
2018,12,25,232.6338028169014
2018,12,26,237.93006993006992
2018,12,27,218.7942857142857
2018,12,28,209.40782122905028
2018,12,29,205.4967320261438
2018,12,30,205.9205298013245
2018,12,31,209.52631578947367
2019,1,1,219.18539325842696
2019,1,2,223.9731182795699
2019,1,3,245.03317535545023
2019,1,4,219.94871794871796
2019,1,5,201.10714285714286
2019,1,6,191.77777777777777
2019,1,7,224.19886363636363
2019,1,8,206.4010152284264
2019,1,9,213.3272727272727
2019,1,10,216.4438202247191
2019,1,11,229.53614457831324
2019,1,12,245.48
2019,1,13,237.01685393258427
2019,1,14,214.76162790697674
2019,1,15,185.28169014084506
2019,1,16,219.45859872611464
2019,1,17,236
2019,1,18,227.0904255319149
2019,1,19,244.32142857142858
2019,1,20,221.95375722543352
2019,1,21,207.7030303030303
2019,1,22,152.61486486486487
2019,1,23,139.43571428571428
2019,1,24,188.3708609271523
2019,1,25,123.57232704402516
2019,1,26,109.72222222222223
2019,1,27,136.18120805369128
2019,1,28,175
2019,1,29,171.17261904761904
2019,1,30,180.4390243902439
2019,1,31,160.3170731707317
2019,2,1,182.8268156424581
2019,2,2,175.85310734463278
2019,2,3,173.41011235955057
2019,2,4,162.42857142857142
2019,2,5,190.74301675977654
2019,2,6,213.61142857142858
2019,2,7,176.52542372881356
2019,2,8,129.26923076923077
2019,2,9,136.40718562874252
2019,2,10,184.64285714285714
2019,2,11,193.71428571428572
2019,2,12,177.67582417582418
2019,2,13,180.88359788359787
2019,2,14,196.48192771084337
2019,2,15,168.10416666666666
2019,2,16,155.31612903225806
2019,2,17,149.46428571428572
2019,2,18,140.32903225806453
2019,2,19,147.76666666666668
2019,2,20,142.76666666666668
2019,2,21,101.45833333333333
2019,2,22,113.53012048192771
2019,2,23,114.9448275862069
2019,2,24,134.23
2019,2,25,141.74615384615385
2019,2,26,123.23870967741935
2019,2,27,110.72727272727273
2019,2,28,134.88028169014083
2019,3,1,165.33858267716536
2019,3,2,133.05343511450383
2019,3,3,116.05309734513274
2019,3,4,122.06422018348624
2019,3,5,127.21875
2019,3,6,139.57241379310344
2019,3,7,159.84892086330936
2019,3,8,136.74842767295598
2019,3,9,123.57236842105263
2019,3,10,103.42541436464089
2019,3,11,105.93478260869566
2019,3,12,106.4679802955665
2019,3,13,118.06666666666666
2019,3,14,142.5421686746988
2019,3,15,123.2
2019,3,16,109.39487179487179
2019,3,17,121.55737704918033
2019,3,18,123.84662576687117
2019,3,19,109.98101265822785
2019,3,20,100.90963855421687
2019,3,21,91.55963302752293
2019,3,22,88.80239520958084
2019,3,23,105.15425531914893
2019,3,24,110.43349753694581
2019,3,25,105.79255319148936
2019,3,26,110.11931818181819
2019,3,27,107.24242424242425
2019,3,28,115.86021505376344
2019,3,29,127.38323353293413
2019,3,30,131.125
2019,3,31,125.83018867924528
2019,4,1,118.97142857142858
2019,4,2,120.03636363636363
2019,4,3,109.80891719745223
2019,4,4,112.56497175141243
2019,4,5,116.51282051282051
2019,4,6,109.40782122905028
2019,4,7,117.1025641025641
2019,4,8,110.1907894736842
2019,4,9,107.21019108280255
2019,4,10,120.92647058823529
